619.20	326.50	253.30	346.50	699.40	871.70	333.10	643.20	702.50	331.30	717.50	291.10	742.60	375.40	354.10	392.50	613.60	529.90	207.90	617.60	756.80	0.00	649.90	311.50	332.80	64.00	289.10	381.90	693.30	280.60	107.70	332.00	47.60	294.10	720.10	502.50	478.30	405.80	604.60	638.00	711.00	333.10	173.80	387.50	694.50	373.70	459.00	292.70	649.90	119.30	617.30
277.70	637.20	746.30	544.40	163.40	951.10	595.00	62.70	101.60	578.70	657.80	862.80	238.40	924.60	386.30	520.00	227.40	192.30	779.80	191.00	204.70	730.90	0.00	659.70	825.80	655.90	513.40	632.80	826.50	593.00	697.00	626.90	705.70	427.10	184.10	451.10	351.00	950.00	298.20	771.20	124.50	432.00	743.80	405.60	199.50	377.50	351.60	440.10	110.30	691.20	371.90
610.00	106.90	155.90	407.00	665.20	902.30	151.90	604.20	674.30	500.50	748.10	272.40	703.60	334.20	269.10	445.00	600.90	520.70	267.40	604.90	717.80	387.60	617.30	0.00	235.40	329.20	376.00	197.90	723.90	458.80	304.50	106.50	355.30	263.80	685.90	528.50	469.10	359.60	450.80	668.60	684.80	281.60	172.10	377.00	660.30	286.80	449.80	316.00	610.90	315.50	631.90
842.50	339.40	116.80	615.40	897.70	1134.80	348.10	836.70	906.80	659.60	980.60	232.40	936.10	275.70	501.60	661.10	833.40	753.20	258.90	835.90	933.20	451.50	849.80	276.70	0.00	419.80	584.40	397.50	956.40	608.90	393.00	295.00	407.90	496.30	918.40	761.00	701.60	256.40	623.40	901.10	917.30	514.10	260.60	609.50	892.80	519.30	682.30	548.50	843.40	304.80	864.40
645.00	343.50	291.60	347.70	705.40	890.70	350.10	644.40	714.50	332.50	736.50	339.50	743.80	423.90	392.00	411.50	641.10	567.80	256.30	645.10	758.00	152.50	657.50	328.50	371.10	0.00	290.30	398.90	712.30	281.80	69.00	349.00	124.90	332.00	726.10	521.50	516.20	454.20	621.60	657.00	725.00	371.00	179.30	410.60	700.50	411.60	496.30	328.50	651.10	167.70	636.30
370.70	405.20	459.00	62.60	459.40	616.60	471.40	533.80	482.70	135.90	462.40	496.80	681.00	581.20	246.50	137.40	427.20	377.50	413.60	390.60	673.90	357.00	519.90	409.20	538.50	282.00	0.00	480.10	438.20	158.40	325.70	429.60	333.70	193.30	480.10	247.40	243.00	611.50	680.90	382.90	493.20	238.50	380.50	214.30	469.80	266.10	222.00	216.70	559.40	325.00	362.20
597.40	75.00	262.40	413.60	598.90	908.90	124.60	563.30	608.00	507.10	754.70	378.90	659.80	440.70	275.70	451.60	547.10	510.40	336.00	519.00	643.50	432.40	549.40	170.20	341.90	374.00	382.60	0.00	730.50	465.40	373.10	142.70	400.10	270.40	619.60	535.10	475.70	466.10	333.70	675.20	617.20	288.20	240.70	383.60	594.00	293.40	456.40	322.60	557.20	384.10	638.50
691.00	761.40	815.20	419.70	718.80	347.20	827.60	890.00	802.50	473.40	326.40	853.00	1035.80	937.40	601.30	451.30	769.00	733.30	769.80	732.40	1030.10	728.00	876.10	765.40	894.70	657.10	444.60	836.30	0.00	541.50	687.00	785.80	695.70	549.50	737.20	560.80	584.80	967.70	1037.10	62.50	781.40	594.70	736.70	570.50	748.60	620.90	563.80	572.90	915.60	681.20	676.10
504.30	484.30	490.80	196.20	593.00	750.20	550.50	543.60	613.70	137.70	596.00	528.60	643.00	613.00	325.30	271.00	540.30	490.50	445.40	524.20	657.20	336.80	556.70	488.30	570.30	261.80	195.10	559.20	571.80	0.00	305.50	508.70	313.50	248.60	613.70	381.00	376.60	643.30	697.00	516.50	624.20	279.90	411.30	347.90	599.70	344.90	355.60	228.40	550.30	356.80	495.80
642.70	341.20	289.30	345.40	703.10	888.40	347.80	642.10	712.20	330.20	734.20	341.20	741.50	425.60	389.70	409.20	638.80	565.50	258.00	642.80	755.70	175.90	655.20	326.20	368.80	53.70	288.00	396.60	710.00	279.50	0.00	346.70	157.00	329.70	723.80	519.20	513.90	455.90	619.30	654.70	722.70	368.70	172.50	408.30	698.20	409.30	494.00	326.20	648.80	169.40	634.00
627.60	124.60	185.80	424.60	682.80	919.90	121.60	621.80	691.90	518.10	765.70	302.30	721.20	364.10	286.70	462.60	618.50	538.30	324.50	612.80	730.80	452.90	634.90	111.50	251.50	394.50	393.60	201.40	741.50	476.40	368.70	0.00	420.60	281.40	703.50	546.10	486.70	389.50	421.00	686.20	702.40	299.20	236.30	394.60	677.90	304.40	467.40	333.60	628.50	372.60	649.50
706.30	413.60	340.40	433.60	786.50	958.80	420.20	730.30	789.60	418.40	804.60	318.70	829.70	385.10	441.20	479.60	700.70	617.00	235.50	704.70	843.90	87.10	737.00	398.60	379.10	151.10	376.20	469.00	780.40	367.70	194.80	419.10	0.00	381.20	807.20	589.60	565.40	433.40	691.70	725.10	798.10	420.20	260.90	474.60	781.60	460.80	546.10	379.80	737.00	172.30	704.40
455.30	241.70	332.30	228.50	485.00	748.40	307.90	424.00	494.10	308.90	594.20	448.80	523.40	510.60	115.20	274.20	420.70	366.00	419.00	424.70	537.60	377.20	437.10	245.70	411.80	346.10	197.50	316.60	570.00	267.60	336.20	266.10	344.90	0.00	505.70	373.80	314.40	536.00	535.60	514.70	504.60	59.50	338.10	222.30	480.10	132.90	295.10	57.30	430.70	330.40	477.20
160.70	689.40	794.20	472.10	51.80	774.10	644.90	241.10	141.60	473.50	480.80	901.00	414.90	972.50	434.20	355.20	204.90	212.00	817.80	103.10	381.20	776.00	227.20	707.60	873.70	703.80	497.00	682.70	649.50	561.40	735.00	678.10	743.70	475.00	0.00	293.80	270.60	997.90	466.90	594.20	114.40	479.90	784.70	414.80	95.10	425.40	326.00	488.00	280.30	729.20	194.90
184.60	549.10	639.70	268.00	273.30	748.20	615.30	424.20	354.00	269.40	594.00	696.90	569.50	781.30	292.90	151.10	296.80	260.90	613.70	261.90	564.30	571.90	410.30	553.10	719.20	499.90	292.90	624.00	569.80	357.30	530.90	573.50	539.60	367.00	294.00	0.00	114.30	811.60	571.30	514.50	335.90	383.20	580.60	221.50	305.00	242.80	133.90	401.50	447.90	525.10	167.10
240.40	514.60	605.20	332.70	325.70	800.30	580.80	353.60	332.90	386.10	646.10	679.30	504.20	763.70	258.40	267.80	263.10	178.40	596.10	240.80	493.70	554.30	339.70	518.60	684.70	513.60	301.70	589.50	621.90	398.60	513.30	539.00	522.00	332.50	346.40	198.90	0.00	794.00	503.80	566.60	343.40	348.70	563.00	191.90	320.00	208.30	97.40	367.00	384.60	507.50	273.20
925.80	424.70	268.00	653.40	983.00	1178.30	464.40	922.00	992.10	697.60	1024.10	147.40	1021.40	102.20	586.90	699.10	918.70	836.50	197.90	922.70	1035.60	471.80	935.10	384.40	265.10	470.20	622.40	482.80	999.90	646.90	455.80	406.10	401.60	581.60	1003.70	809.10	784.90	0.00	734.50	944.60	1002.60	599.40	330.10	694.10	978.10	604.60	765.60	599.30	928.70	286.50	923.90
475.20	384.70	511.90	713.70	476.70	1184.40	352.30	308.20	422.80	756.80	891.10	628.40	395.00	690.20	564.40	719.40	424.90	388.20	586.60	396.80	383.90	683.00	323.30	431.70	591.40	624.60	682.70	396.20	1030.60	765.50	623.70	374.40	650.70	570.50	497.40	650.50	548.50	715.60	0.00	975.30	441.00	588.30	491.30	605.00	471.80	546.80	551.00	618.20	297.60	634.70	582.50
635.40	705.80	759.60	364.10	663.20	312.20	772.00	834.40	746.90	417.80	270.80	797.40	980.20	881.80	545.70	395.70	713.40	677.70	714.20	676.80	974.50	672.40	820.50	709.80	839.10	601.50	389.00	780.70	62.90	485.90	631.40	730.20	640.10	493.90	681.60	505.20	529.20	912.10	981.50	0.00	725.80	539.10	681.10	514.90	693.00	565.30	508.20	517.30	860.00	625.60	620.50
187.20	697.60	802.40	496.30	64.70	855.00	653.10	187.70	82.20	549.70	561.70	914.10	361.50	980.70	442.40	431.40	213.10	220.20	830.90	111.30	327.80	787.00	173.80	715.80	881.90	712.00	521.20	690.90	730.40	618.10	748.10	686.30	756.80	483.20	85.40	362.50	276.90	1006.10	420.10	675.10	0.00	488.10	797.80	426.60	101.40	433.60	339.70	496.20	230.20	742.30	275.80
476.10	279.30	369.90	264.10	490.10	784.00	345.50	429.10	499.20	315.80	629.80	486.40	528.50	548.20	140.60	309.80	425.80	389.10	454.60	429.80	542.70	412.80	442.20	283.30	449.40	378.80	233.10	354.20	605.60	284.10	371.80	303.70	380.50	50.70	510.80	409.40	350.00	573.60	573.20	550.30	509.70	0.00	375.70	257.90	485.20	168.50	330.70	81.00	435.80	366.00	512.80
649.30	223.30	144.20	376.90	729.50	901.80	236.60	692.70	732.60	438.00	747.60	215.70	804.70	299.10	384.20	422.60	643.70	560.00	134.70	647.70	817.90	243.60	680.00	183.00	223.70	192.90	345.90	232.30	723.40	387.30	139.20	225.30	211.30	324.20	750.20	532.60	508.40	330.40	508.10	668.10	741.10	363.20	0.00	417.60	724.60	403.20	489.10	322.80	699.40	164.10	647.40
324.70	369.70	460.30	169.70	413.40	662.20	435.90	408.60	424.90	258.30	508.00	534.40	555.80	618.80	142.30	140.00	337.00	252.30	451.20	344.60	548.70	409.40	394.70	373.70	539.80	350.60	138.70	444.60	483.80	235.60	368.40	394.10	377.10	187.60	434.10	223.50	197.00	649.10	555.70	428.50	433.40	203.80	418.10	0.00	423.80	161.90	176.00	222.10	434.20	362.60	346.30
155.50	664.00	768.80	464.60	38.00	786.50	619.50	215.70	123.60	485.80	493.20	880.50	389.50	947.10	408.80	367.50	179.50	186.60	797.30	77.70	355.80	753.40	201.80	682.20	848.30	678.40	489.50	657.30	661.90	573.70	714.50	652.70	723.20	449.60	58.70	306.30	245.20	972.50	441.50	606.60	100.60	454.50	764.20	394.90	0.00	400.00	307.30	462.60	254.90	708.70	207.40
342.00	389.10	479.70	287.70	408.50	782.70	455.30	336.70	417.60	381.20	628.50	584.00	465.00	658.00	135.10	267.00	330.20	253.30	500.80	334.20	479.20	459.00	349.80	393.10	559.20	439.70	256.70	464.00	604.30	351.70	418.00	413.50	426.70	203.40	429.20	281.30	201.10	683.40	488.50	549.00	428.10	223.20	467.70	173.70	403.60	0.00	181.80	249.90	343.40	412.20	363.90
273.60	451.00	541.60	263.60	362.30	758.60	517.20	377.50	372.40	357.10	604.40	615.70	522.80	700.10	225.10	244.50	298.90	214.20	532.50	280.30	517.60	490.70	363.60	455.00	621.10	444.50	232.60	525.90	580.20	329.50	449.70	475.40	458.40	268.90	383.00	195.60	132.70	730.40	524.60	524.90	382.90	285.10	499.40	124.80	359.50	184.40	0.00	304.90	401.20	443.90	295.50
456.40	289.70	380.30	268.20	470.40	786.80	355.90	409.40	479.50	289.20	632.60	496.80	508.80	558.60	163.20	314.20	406.10	369.40	438.90	410.10	523.00	397.10	422.50	293.70	459.80	324.70	209.00	364.60	608.40	248.30	356.10	314.10	364.80	48.00	491.10	411.90	352.50	584.00	562.80	553.10	490.00	87.90	386.10	260.40	465.50	180.90	333.20	0.00	416.10	350.30	515.30
386.80	599.80	727.00	607.70	276.90	1059.60	567.40	105.60	218.20	565.00	766.30	843.50	195.90	905.30	372.60	587.00	336.50	299.80	801.70	304.60	210.10	717.20	120.70	646.00	806.50	642.20	576.70	611.30	924.30	579.30	685.90	589.50	693.90	413.40	293.70	526.50	433.60	930.70	260.80	869.00	236.40	418.30	706.40	482.80	308.00	363.80	427.00	426.40	0.00	728.70	480.40
639.30	348.40	206.00	366.90	719.50	891.80	355.00	682.70	722.60	411.10	737.60	171.80	794.70	256.20	374.20	412.60	633.70	550.00	88.60	637.70	808.90	191.90	670.00	312.30	232.40	183.70	335.90	381.90	713.40	360.40	176.80	353.90	119.70	314.20	740.20	522.60	498.40	286.50	626.50	658.10	731.10	353.20	155.50	407.60	714.60	393.80	479.10	312.80	689.40	0.00	637.40
88.80	584.70	675.30	326.10	177.50	793.70	650.90	345.30	258.40	364.20	574.00	749.40	497.80	833.80	328.50	245.90	201.00	173.90	666.20	166.30	485.40	624.40	331.40	588.70	754.80	563.50	351.00	659.60	615.30	447.90	583.40	609.10	592.10	400.50	198.20	192.30	106.70	864.10	492.40	560.00	240.10	405.40	633.10	256.40	209.20	278.40	169.50	413.50	373.40	577.60	0.00
