347.80	843.90	506.60	841.70	679.50	752.70	424.80	495.30	497.10	347.80	788.70	695.80	463.50	833.60	190.80	193.40	676.30	227.70	926.20	0.00	180.80	811.80	273.20	332.50	529.40	736.40	852.10	564.70	769.70	784.00	386.50	714.70	813.30	352.80	122.20	438.10	399.60	265.60	559.10	673.60	675.30
223.30	695.70	579.40	693.50	821.20	814.70	575.00	570.10	491.60	223.30	854.60	757.80	337.60	899.50	79.80	348.80	738.30	388.60	778.00	175.40	0.00	663.60	155.00	235.10	504.30	798.40	703.90	637.50	836.30	851.90	461.30	778.60	950.20	285.20	199.70	289.90	548.60	147.40	631.90	815.30	748.10
617.80	47.90	417.90	44.20	748.30	644.30	781.40	445.50	363.70	617.80	684.20	587.40	485.20	729.10	714.00	924.20	567.90	1049.00	201.50	856.60	730.70	0.00	653.90	850.00	343.80	628.00	47.20	533.80	665.90	681.50	560.90	608.20	779.80	934.40	785.20	546.10	880.20	659.20	485.10	740.90	583.90
107.40	653.60	472.60	651.40	720.20	699.60	489.30	457.50	375.70	107.40	739.50	642.70	240.60	784.40	261.20	385.80	623.20	511.50	740.90	311.30	230.80	621.50	0.00	397.50	388.40	683.30	661.80	536.50	721.20	736.80	349.00	663.50	835.10	466.60	246.80	211.40	462.90	99.40	530.90	714.30	647.10
406.10	798.20	689.20	796.00	985.40	915.60	730.70	708.90	616.70	406.10	955.50	858.70	408.80	1000.40	205.50	509.20	839.20	315.00	880.50	334.90	245.90	766.10	371.20	0.00	596.80	899.30	806.40	757.20	937.20	952.80	637.30	879.50	1051.10	113.50	421.70	430.30	714.20	363.60	734.10	979.50	854.10
357.20	377.80	123.70	375.60	427.10	350.10	447.00	112.10	55.10	357.20	390.00	293.20	252.10	434.90	561.40	586.90	273.70	712.60	525.80	526.30	531.00	345.70	384.70	639.30	0.00	333.80	386.00	241.30	371.70	387.30	223.60	314.00	485.60	723.70	447.90	297.80	545.80	377.10	195.90	421.20	294.10
678.20	700.20	316.30	698.00	200.30	139.60	396.50	280.30	397.00	678.20	257.70	133.20	558.60	286.60	861.10	604.10	111.30	920.00	848.20	790.90	842.10	668.10	684.20	937.10	377.10	0.00	708.40	412.70	77.00	239.00	467.10	195.30	201.20	1021.50	684.70	618.80	458.50	676.60	401.00	207.90	222.60
649.60	48.90	449.70	24.90	780.10	676.10	813.20	477.30	395.50	649.60	716.00	619.20	517.00	760.90	712.30	956.00	599.70	1052.80	156.90	854.90	729.00	65.60	652.20	848.30	375.60	659.80	0.00	565.60	697.70	713.30	592.70	640.00	811.60	932.70	788.10	577.90	912.00	678.70	516.90	772.70	615.70
552.30	585.80	112.90	583.60	511.20	407.40	551.80	193.80	282.60	552.30	390.30	354.20	444.20	435.20	692.60	629.80	330.80	701.90	733.80	572.80	662.20	553.70	524.40	822.70	262.70	391.90	594.00	0.00	429.80	385.60	342.90	316.30	543.70	845.90	467.00	492.90	650.60	516.80	94.20	503.80	276.90
708.40	730.40	346.50	728.20	189.00	110.90	383.50	310.50	427.20	708.40	270.10	155.30	588.80	299.00	891.30	591.10	141.50	950.20	878.40	821.10	872.30	698.30	714.40	967.30	407.30	99.20	738.60	442.90	0.00	251.40	497.30	225.50	140.60	1051.70	714.90	649.00	445.80	706.80	431.20	196.60	252.80
701.20	723.20	322.70	721.00	344.00	149.60	489.30	303.30	420.00	701.20	66.30	202.90	581.60	86.90	884.10	696.90	179.00	913.90	871.20	784.80	865.10	691.10	707.20	960.10	400.10	240.10	731.40	378.90	195.00	0.00	490.10	177.40	309.10	1044.50	679.00	641.80	557.90	699.60	367.20	336.60	136.60
349.30	516.10	185.40	513.90	439.10	412.40	459.00	155.00	156.80	349.30	452.30	355.50	244.50	497.20	543.60	482.80	336.00	585.40	664.10	456.30	513.20	484.00	355.30	643.80	189.10	396.10	524.30	303.00	434.00	449.60	0.00	376.30	547.90	728.20	333.80	289.90	557.80	347.70	291.30	433.20	403.60
614.30	636.30	232.90	634.10	253.70	150.70	399.00	216.40	333.10	614.30	130.10	97.20	494.70	177.30	797.20	606.60	73.30	824.10	784.30	695.00	778.20	604.20	620.30	873.20	313.20	134.40	644.50	289.10	172.30	129.70	403.20	0.00	286.20	957.60	589.20	554.90	467.60	612.70	277.40	246.30	75.20
811.20	833.20	449.30	831.00	202.20	174.40	425.50	413.30	530.00	811.20	339.80	278.00	691.60	368.70	987.30	633.10	244.30	1006.60	981.20	863.40	966.90	801.10	817.20	1070.10	510.10	221.90	841.40	545.70	150.40	321.10	571.40	328.30	0.00	1150.60	771.70	751.80	488.60	809.60	534.00	208.70	355.60
492.60	918.30	689.10	916.10	930.90	980.60	728.50	685.60	728.50	492.60	971.20	923.70	528.90	1016.10	268.80	514.80	904.20	248.10	1000.60	334.30	296.50	886.20	429.20	159.40	716.90	964.30	926.50	747.20	1002.20	966.50	621.00	897.20	1064.70	0.00	418.70	523.50	712.00	421.60	741.60	925.00	857.80
235.60	728.50	432.60	726.30	674.40	678.70	426.20	421.30	410.00	235.60	714.70	621.80	365.80	759.60	230.20	278.10	602.30	312.90	810.80	149.20	202.70	696.40	155.80	371.90	440.70	662.40	736.70	490.70	700.30	710.00	312.50	640.70	808.20	422.90	0.00	322.70	399.80	148.20	485.10	668.50	601.30
175.20	530.00	347.50	527.80	622.90	573.90	635.60	336.70	252.10	175.20	613.80	517.00	47.70	658.70	326.10	532.10	497.50	656.40	678.00	463.40	349.00	497.90	233.80	420.60	255.10	557.60	538.20	415.50	595.50	611.10	234.40	537.80	709.40	505.00	393.10	0.00	609.20	252.70	392.40	617.00	512.40
475.20	866.90	521.20	864.70	365.20	568.30	117.90	476.50	544.20	475.20	612.20	460.30	606.40	653.50	579.30	212.00	472.00	621.00	1014.90	455.40	561.80	834.80	404.40	721.00	539.90	477.90	875.10	622.00	484.60	589.10	535.90	536.20	499.00	746.10	409.50	579.20	0.00	396.80	627.10	359.30	524.40
115.00	646.10	440.30	643.90	689.90	667.30	432.10	425.20	363.00	115.00	707.20	610.40	248.20	752.10	235.60	328.60	590.90	454.40	728.40	252.40	205.20	614.00	7.60	378.00	393.70	651.00	654.30	506.20	688.90	704.50	318.70	631.20	802.80	438.00	189.70	218.80	405.70	0.00	500.60	684.00	616.80
491.80	507.20	126.20	505.00	472.50	368.70	565.30	207.10	208.30	491.80	351.60	315.50	365.60	396.50	668.10	643.10	292.10	715.20	655.20	586.10	665.60	475.10	519.30	744.10	188.40	353.20	515.40	110.50	391.10	346.90	356.20	277.60	505.00	828.50	480.30	426.50	664.10	511.70	0.00	465.10	238.20
677.50	739.30	393.60	737.10	84.00	321.90	263.20	348.90	416.60	677.50	397.80	221.00	572.70	439.10	830.00	475.90	257.60	857.50	887.30	706.10	817.80	707.20	668.30	971.70	412.30	229.50	747.50	494.40	238.20	374.70	422.30	321.80	217.80	996.80	622.60	618.10	308.90	660.70	499.50	0.00	310.00
645.00	660.20	239.00	658.00	275.60	204.00	420.90	259.20	357.00	645.00	188.10	102.60	518.60	233.00	820.90	628.50	126.60	830.20	808.20	701.10	790.50	628.10	652.70	897.10	337.10	187.70	668.40	295.20	225.60	157.20	446.00	103.90	339.50	974.20	595.30	579.50	489.50	645.10	283.50	268.20	0.00
